TRANSACTION_DATE,TRANSACTION__HOUR,TRANSACTION__ID,CUSTOMER_ID,BRANCH,PROD_CODE,UNITS,AMOUNT
20071027,16,9.94108E+14,CUST0000404091,STORE00479,PRD0903040,3,4.92
20071024,15,9.94108E+14,CUST0000710223,STORE02043,PRD0903256,1,0.34
20080105,12,9.94109E+14,CUST0000422101,STORE02561,PRD0904358,1,1.54
20071115,14,9.94108E+14,CUST0000293690,STORE00336,PRD0901991,1,2.15
20070321,21,9.94105E+14,CUST0000050414,STORE01546,PRD0901132,6,4.38
20071107,10,9.94108E+14,CUST0000118036,STORE00353,PRD0900733,1,0.74
20070809,15,9.94107E+14,CUST0000219040,STORE00479,PRD0904196,1,2.01
20070701,16,9.94106E+14,CUST0000181096,STORE01383,PRD0903408,1,0.42
20070611,19,9.94106E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20071011,15,9.94108E+14,CUST0000397585,STORE01310,PRD0900432,4,1.72
20070513,21,9.94106E+14,CUST0000397585,STORE01419,PRD0900432,3,1.29
20070903,15,9.94107E+14,CUST0000172580,STORE00277,PRD0902804,1,0.57
20070825,17,9.94107E+14,CUST0000172580,STORE00277,PRD0902804,1,0.57
20070907,14,9.94107E+14,CUST0000118036,STORE00353,PRD0902706,1,0.4
20070130,15,9.94104E+14,CUST0000134010,STORE02752,PRD0902695,1,1.82
20071204,13,9.94109E+14,CUST0000422101,STORE02561,PRD0901353,1,0.62
20070320,19,9.94105E+14,CUST0000404091,STORE00479,PRD0900262,1,1.79
20070405,21,9.94105E+14,CUST0000208760,STORE00002,PRD0900669,1,1.11
20071223,8,9.94109E+14,CUST0000565445,STORE01095,PRD0902518,3,2.49
20070914,16,9.94108E+14,CUST0000172580,STORE00277,PRD0902804,1,0.57
20070311,19,9.94105E+14,CUST0000134010,STORE02752,PRD0902695,1,1.82
20070502,15,9.94106E+14,CUST0000579905,STORE01982,PRD0900927,1,1.56
20070621,16,9.94106E+14,CUST0000397585,STORE00533,PRD0902873,9,0.9
20071011,14,9.94108E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070625,11,9.94106E+14,CUST0000134010,STORE02752,PRD0902695,1,1.82
20070707,18,9.94107E+14,CUST0000404091,STORE00479,PRD0903389,1,2.6
20070630,20,9.94106E+14,CUST0000397585,STORE01419,PRD0900432,4,1.72
20070818,12,9.94107E+14,CUST0000862051,STORE02760,PRD0902695,1,1.82
20070925,19,9.94108E+14,CUST0000172580,STORE00119,PRD0902804,3,1.71
20070806,17,9.94107E+14,CUST0000374582,STORE02577,PRD0900432,1,0.43
20070920,15,9.94108E+14,CUST0000172580,STORE00277,PRD0902804,1,0.57
20071017,16,9.94108E+14,CUST0000682732,STORE00622,PRD0903490,1,1.35
20071027,16,9.94108E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070329,19,9.94105E+14,CUST0000710223,STORE02280,PRD0900840,1,0.61
20070117,11,9.94104E+14,CUST0000172580,STORE00008,PRD0903409,4,2.56
20070616,17,9.94106E+14,CUST0000565445,STORE01095,PRD0902518,6,4.98
20070217,8,9.94105E+14,CUST0000172580,STORE00008,PRD0903409,1,0.64
20070630,20,9.94106E+14,CUST0000397585,STORE01419,PRD0900889,1,0.37
20070630,20,9.94106E+14,CUST0000397585,STORE01419,PRD0904158,1,0.43
20070818,14,9.94107E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070321,21,9.94105E+14,CUST0000050414,STORE01546,PRD0901254,1,1.2
20071213,14,9.94109E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20071024,10,9.94108E+14,CUST0000359365,STORE02196,PRD0901389,1,0.57
20070402,15,9.94105E+14,CUST0000134010,STORE02752,PRD0903898,3,1.14
20070806,17,9.94107E+14,CUST0000374582,STORE02577,PRD0904158,1,0.43
20070320,19,9.94105E+14,CUST0000404091,STORE00479,PRD0904834,1,1.58
20070329,19,9.94105E+14,CUST0000710223,STORE02280,PRD0901638,1,1.03
20070415,16,9.94105E+14,CUST0000118036,STORE02692,PRD0901353,1,0.62
20070321,21,9.94105E+14,CUST0000050414,STORE01546,PRD0902823,3,3.03
20070316,8,9.94105E+14,CUST0000565445,STORE01095,PRD0903389,1,2.6
20070213,20,9.94105E+14,CUST0000061889,STORE00272,PRD0900196,1,0.64
20070312,21,9.94105E+14,CUST0000397585,STORE00533,PRD0900432,1,0.43
20070606,21,9.94106E+14,CUST0000397585,STORE00533,PRD0900432,3,1.29
20070712,21,9.94107E+14,CUST0000118036,STORE02692,PRD0901353,3,1.86
20070806,17,9.94107E+14,CUST0000374582,STORE02577,PRD0904620,1,0.36
20070908,15,9.94107E+14,CUST0000101036,STORE01567,PRD0902699,1,1.66
20071011,15,9.94108E+14,CUST0000397585,STORE01310,PRD0900889,1,0.37
20070314,13,9.94105E+14,CUST0000422101,STORE02561,PRD0902521,1,1.44
20070116,10,9.94104E+14,CUST0000118036,STORE02692,PRD0904965,1,0.71
20070201,12,9.94104E+14,CUST0000422101,STORE02561,PRD0902143,1,1.73
20070112,12,9.94104E+14,CUST0000862051,STORE02760,PRD0901353,1,0.62
20070919,15,9.94108E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070605,21,9.94106E+14,CUST0000118036,STORE02692,PRD0901353,1,0.62
20070803,18,9.94107E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070924,12,9.94108E+14,CUST0000181096,STORE01383,PRD0901165,1,0.7
20070806,17,9.94107E+14,CUST0000374582,STORE02577,PRD0903898,3,1.14
20070919,15,9.94108E+14,CUST0000404091,STORE00479,PRD0904834,1,1.58
20070321,21,9.94105E+14,CUST0000050414,STORE01546,PRD0901032,9,10.08
20070112,18,9.94104E+14,CUST0000397585,STORE00533,PRD0900840,1,0.61
20070427,18,9.94106E+14,CUST0000488205,STORE02406,PRD0902699,1,1.66
20070426,15,9.94106E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070310,18,9.94105E+14,CUST0000949614,STORE02663,PRD0902286,17,8.84
20070729,18,9.94107E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20071201,14,9.94109E+14,CUST0000172580,STORE00277,PRD0902804,1,0.57
20071011,15,9.94108E+14,CUST0000397585,STORE01310,PRD0904158,1,0.43
20070103,12,9.94104E+14,CUST0000862051,STORE02760,PRD0901895,1,1.17
20071112,17,9.94108E+14,CUST0000118036,STORE02692,PRD0901353,1,0.62
20070402,15,9.94105E+14,CUST0000134010,STORE02752,PRD0900889,1,0.37
20070120,21,9.94104E+14,CUST0000461300,STORE02231,PRD0903389,1,2.6
20070715,20,9.94107E+14,CUST0000374582,STORE01328,PRD0903898,3,1.14
20070602,14,9.94106E+14,CUST0000293690,STORE00150,PRD0900296,1,0.92
20070304,12,9.94105E+14,CUST0000469012,STORE00535,PRD0904922,3,0.36
20070406,21,9.94105E+14,CUST0000949614,STORE02663,PRD0900432,1,0.43
20070820,19,9.94107E+14,CUST0000404091,STORE00479,PRD0900262,3,5.37
20070605,14,9.94106E+14,CUST0000461300,STORE02231,PRD0900876,1,1.43
20070620,12,9.94106E+14,CUST0000374582,STORE01687,PRD0902218,1,0.34
20070718,14,9.94107E+14,CUST0000172580,STORE00282,PRD0900740,1,1.58
20071105,16,9.94108E+14,CUST0000050414,STORE01546,PRD0903408,1,0.42
20071007,10,9.94108E+14,CUST0000181096,STORE01383,PRD0900196,1,0.64
20070321,21,9.94105E+14,CUST0000050414,STORE01546,PRD0902699,3,4.98
20070225,16,9.94105E+14,CUST0000050414,STORE01546,PRD0900196,1,0.64
20070524,8,9.94106E+14,CUST0000374582,STORE00102,PRD0903898,1,0.38
20070606,21,9.94106E+14,CUST0000397585,STORE00533,PRD0900889,3,1.11
20070701,21,9.94106E+14,CUST0000374582,STORE02577,PRD0903898,3,1.14
20070809,15,9.94107E+14,CUST0000219040,STORE00479,PRD0903518,1,1.39
20071013,10,9.94108E+14,CUST0000862051,STORE02760,PRD0902159,1,1.96
20070413,15,9.94105E+14,CUST0000404091,STORE00479,PRD0900262,1,1.79
20070325,19,9.94105E+14,CUST0000134010,STORE02752,PRD0902695,1,1.82
20070416,12,9.94105E+14,CUST0000374582,STORE01645,PRD0902859,1,0.76
20070406,21,9.94105E+14,CUST0000949614,STORE02663,PRD0904620,1,0.36
20070425,18,9.94106E+14,CUST0000118036,STORE02692,PRD0901353,1,0.62
20070121,8,9.94104E+14,CUST0000374582,STORE00639,PRD0904620,1,0.36
20070126,13,9.94104E+14,CUST0000181096,STORE01383,PRD0900196,1,0.64
20070701,21,9.94106E+14,CUST0000374582,STORE02577,PRD0904620,3,1.08
20070823,19,9.94107E+14,CUST0000579905,STORE01982,PRD0900196,1,0.64
20071113,16,9.94108E+14,CUST0000172580,STORE00277,PRD0903409,1,0.64
20071014,20,9.94108E+14,CUST0000118036,STORE02692,PRD0901353,1,0.62
20070210,14,9.94104E+14,CUST0000134010,STORE02752,PRD0902054,1,1.5
20070108,9,9.94104E+14,CUST0000579905,STORE01982,PRD0901348,1,2.06
20070118,21,9.94104E+14,CUST0000134010,STORE02752,PRD0902054,1,1.5
20071007,21,9.94108E+14,CUST0000676631,STORE00935,PRD0901291,1,2.85
20070413,21,9.94105E+14,CUST0000022777,STORE02797,PRD0901348,3,6.18
20080104,18,9.94109E+14,CUST0000676631,STORE00935,PRD0903255,3,6.3
20070514,19,9.94106E+14,CUST0000710223,STORE02280,PRD0903033,1,1.35
20070311,19,9.94105E+14,CUST0000134010,STORE02752,PRD0901778,1,1.53
20070609,12,9.94106E+14,CUST0000359365,STORE02196,PRD0901348,1,2.06
20070319,17,9.94105E+14,CUST0000488205,STORE00625,PRD0904680,1,1.78
20070216,21,9.94105E+14,CUST0000488205,STORE02003,PRD0900834,1,0.38
20070727,21,9.94107E+14,CUST0000134010,STORE02752,PRD0900027,1,1.87
20071216,11,9.94109E+14,CUST0000374582,STORE02577,PRD0902900,1,0.9
20070101,21,9.94104E+14,CUST0000208760,STORE00002,PRD0902675,1,1.16
20070103,12,9.94104E+14,CUST0000862051,STORE02760,PRD0902900,1,0.9
20070223,10,9.94105E+14,CUST0000579905,STORE01982,PRD0901348,1,2.06
20071206,8,9.94109E+14,CUST0000181096,STORE01867,PRD0904888,1,1.59
20070225,21,9.94105E+14,CUST0000118036,STORE02692,PRD0900249,1,2.36
20070620,15,9.94106E+14,CUST0000710223,STORE02280,PRD0902288,1,1.75
20070329,19,9.94105E+14,CUST0000710223,STORE02280,PRD0903033,1,1.35
20070926,19,9.94108E+14,CUST0000710223,STORE02280,PRD0904693,1,1.01
20070619,15,9.94106E+14,CUST0000374582,STORE01604,PRD0903514,1,0.61
20070926,20,9.94108E+14,CUST0000710223,STORE02280,PRD0902328,1,1.93
20070926,20,9.94108E+14,CUST0000710223,STORE02280,PRD0902969,1,2.04
20070926,20,9.94108E+14,CUST0000710223,STORE02280,PRD0902254,5,2.05
20070609,12,9.94106E+14,CUST0000359365,STORE02196,PRD0904908,1,1.67
20071127,21,9.94109E+14,CUST0000676631,STORE00935,PRD0902054,1,1.5
20070107,18,9.94104E+14,CUST0000134010,STORE02752,PRD0903033,1,1.35
20070109,12,9.94104E+14,CUST0000488205,STORE02035,PRD0903611,1,1.64
20070608,18,9.94106E+14,CUST0000488205,STORE00625,PRD0901328,1,1.62
20070625,11,9.94106E+14,CUST0000682732,STORE00622,PRD0901348,1,2.06
20070114,19,9.94104E+14,CUST0000050414,STORE01546,PRD0903033,1,1.35
20070620,15,9.94106E+14,CUST0000710223,STORE02280,PRD0902969,1,2.04
20070812,12,9.94107E+14,CUST0000293690,STORE00150,PRD0903655,1,1.22
20070908,11,9.94107E+14,CUST0000181096,STORE01383,PRD0904479,1,1.76
20071112,17,9.94108E+14,CUST0000676631,STORE00935,PRD0904908,1,1.67
20070513,21,9.94106E+14,CUST0000397585,STORE01419,PRD0904908,1,1.67
20071127,12,9.94109E+14,CUST0000374582,STORE02577,PRD0900249,1,2.36
20070210,14,9.94104E+14,CUST0000134010,STORE02752,PRD0903655,1,1.22
20070321,11,9.94105E+14,CUST0000022777,STORE00277,PRD0904614,1,1.05
20070131,21,9.94104E+14,CUST0000488205,STORE00625,PRD0900629,1,1.44
20070121,18,9.94104E+14,CUST0000022777,STORE02614,PRD0901241,1,2
20070907,21,9.94107E+14,CUST0000710223,STORE02280,PRD0904961,3,0.96
20070817,8,9.94107E+14,CUST0000682732,STORE00622,PRD0901328,1,1.62
20071105,18,9.94108E+14,CUST0000461300,STORE02231,PRD0903123,1,3.73
20070625,20,9.94106E+14,CUST0000488205,STORE00625,PRD0901348,3,6.18
20071017,16,9.94108E+14,CUST0000682732,STORE00622,PRD0901007,1,1.49
20070727,21,9.94107E+14,CUST0000134010,STORE02752,PRD0903655,3,3.66
20070811,11,9.94107E+14,CUST0000359365,STORE02196,PRD0903996,1,1.41
20070813,19,9.94107E+14,CUST0000181096,STORE00051,PRD0902414,1,3.23
20070924,17,9.94108E+14,CUST0000208760,STORE01574,PRD0901817,1,1.22
20071105,16,9.94108E+14,CUST0000050414,STORE01546,PRD0902900,3,2.7
20071014,20,9.94108E+14,CUST0000118036,STORE02692,PRD0900249,1,2.36
20071129,15,9.94109E+14,CUST0000766081,STORE02362,PRD0901348,3,6.18
20070319,17,9.94105E+14,CUST0000488205,STORE00625,PRD0902675,1,1.16
20070411,20,9.94105E+14,CUST0000358383,STORE00765,PRD0901888,1,3.1
20070120,20,9.94104E+14,CUST0000676631,STORE00935,PRD0903486,3,2.49
20071202,20,9.94109E+14,CUST0000676631,STORE00935,PRD0903486,1,0.83
20070226,18,9.94105E+14,CUST0000181096,STORE01383,PRD0901348,1,2.06
20070328,11,9.94105E+14,CUST0000118036,STORE02692,PRD0900249,1,2.36
20070527,18,9.94106E+14,CUST0000488205,STORE02035,PRD0902675,1,1.16
20070723,14,9.94107E+14,CUST0000488205,STORE00508,PRD0900908,1,2.81
20070928,9,9.94108E+14,CUST0000359365,STORE02196,PRD0903447,1,1.18
20070106,20,9.94104E+14,CUST0000488205,STORE00625,PRD0903611,1,1.64
20070809,20,9.94107E+14,CUST0000676631,STORE00935,PRD0903897,1,1.32
20070908,18,9.94107E+14,CUST0000293690,STORE00336,PRD0902241,4,2.36
20070926,19,9.94108E+14,CUST0000710223,STORE02280,PRD0902969,1,2.04
20070319,18,9.94105E+14,CUST0000050414,STORE01546,PRD0902254,1,0.41
20070325,19,9.94105E+14,CUST0000134010,STORE02752,PRD0901778,1,1.53
20070330,12,9.94105E+14,CUST0000022777,STORE00277,PRD0904614,1,1.05
20070329,19,9.94105E+14,CUST0000710223,STORE02280,PRD0904961,3,0.96
20070527,18,9.94106E+14,CUST0000488205,STORE02035,PRD0903611,3,4.92
20070310,21,9.94105E+14,CUST0000676631,STORE00935,PRD0900621,3,1.92
20070618,10,9.94106E+14,CUST0000293690,STORE00336,PRD0902900,3,2.7
20070926,19,9.94108E+14,CUST0000710223,STORE02280,PRD0904961,1,0.32
20071231,19,9.94109E+14,CUST0000676631,STORE00935,PRD0903255,3,6.3
20070106,20,9.94104E+14,CUST0000488205,STORE00625,PRD0902675,1,1.16
20071218,21,9.94109E+14,CUST0000181096,STORE01383,PRD0900908,1,2.81
20070102,19,9.94104E+14,CUST0000061889,STORE00336,PRD0900189,1,0.73
20070509,21,9.94106E+14,CUST0000676631,STORE00935,PRD0901028,3,4.47
20070510,16,9.94106E+14,CUST0000374582,STORE01328,PRD0901231,1,1.26
20070605,21,9.94106E+14,CUST0000118036,STORE02692,PRD0900249,1,2.36
20070711,18,9.94107E+14,CUST0000710223,STORE02280,PRD0903033,1,1.35
20070812,12,9.94107E+14,CUST0000293690,STORE00150,PRD0901559,1,1.08
20071024,10,9.94108E+14,CUST0000359365,STORE02196,PRD0903996,1,1.41
20071024,21,9.94108E+14,CUST0000676631,STORE00935,PRD0901559,1,1.08
20071016,21,9.94108E+14,CUST0000676631,STORE00352,PRD0901888,3,9.3
20070402,15,9.94105E+14,CUST0000134010,STORE02752,PRD0901778,1,1.53
20071222,15,9.94109E+14,CUST0000134010,STORE02752,PRD0901328,1,1.62
20071226,12,9.94109E+14,CUST0000682732,STORE00622,PRD0904614,1,1.05
20070422,17,9.94105E+14,CUST0000293690,STORE00336,PRD0901888,1,3.1
20070426,21,9.94106E+14,CUST0000676631,STORE00935,PRD0902969,1,2.04
20071202,20,9.94109E+14,CUST0000676631,STORE00935,PRD0903897,3,3.96
20070602,14,9.94106E+14,CUST0000293690,STORE00150,PRD0902900,4,3.6
20070226,14,9.94105E+14,CUST0000657327,STORE00633,PRD0900629,1,1.44
20070304,19,9.94105E+14,CUST0000061889,STORE02060,PRD0903939,1,0.78
20070301,17,9.94105E+14,CUST0000374582,STORE01328,PRD0901231,1,1.26
20070715,21,9.94107E+14,CUST0000825107,STORE01359,PRD0903939,1,0.78
20071220,15,9.94109E+14,CUST0000862051,STORE02760,PRD0901778,1,1.53
20070625,20,9.94106E+14,CUST0000488205,STORE00625,PRD0903075,1,1.39
20070928,9,9.94108E+14,CUST0000359365,STORE02196,PRD0903996,1,1.41
20071007,10,9.94108E+14,CUST0000181096,STORE01383,PRD0903352,1,2.28
20070731,21,9.94107E+14,CUST0000676631,STORE00935,PRD0901824,1,0.73
20070926,19,9.94108E+14,CUST0000710223,STORE02280,PRD0902254,4,1.64
20071110,21,9.94108E+14,CUST0000676631,STORE00935,PRD0903195,1,1.37
20070602,14,9.94106E+14,CUST0000293690,STORE00150,PRD0904535,1,1.7
20070410,19,9.94105E+14,CUST0000488205,STORE00625,PRD0902675,1,1.16
20071216,11,9.94109E+14,CUST0000374582,STORE02577,PRD0903075,1,1.39
20070223,14,9.94105E+14,CUST0000022777,STORE00277,PRD0901007,1,1.49
20071029,19,9.94108E+14,CUST0000676631,STORE00935,PRD0903559,1,3.24
20070528,19,9.94106E+14,CUST0000488205,STORE00625,PRD0903828,1,1.63
20070307,21,9.94105E+14,CUST0000488205,STORE00625,PRD0900772,1,2.06
20070625,20,9.94106E+14,CUST0000488205,STORE00625,PRD0904806,3,6.39
20070630,20,9.94106E+14,CUST0000397585,STORE01419,PRD0900227,1,1.05
20070225,21,9.94105E+14,CUST0000676631,STORE00935,PRD0903336,1,0.69
20070418,13,9.94105E+14,CUST0000682732,STORE00622,PRD0901348,1,2.06
20071215,13,9.94109E+14,CUST0000862051,STORE02760,PRD0902054,1,1.5
20071109,21,9.94108E+14,CUST0000676631,STORE00935,PRD0904961,4,1.28
20070304,19,9.94105E+14,CUST0000061889,STORE02060,PRD0904625,3,6.27
20070309,11,9.94105E+14,CUST0000374582,STORE01328,PRD0900189,1,0.73
20070312,17,9.94105E+14,CUST0000461300,STORE02231,PRD0901291,3,8.55
20070622,11,9.94106E+14,CUST0000118036,STORE02692,PRD0900249,1,2.36
20070731,17,9.94107E+14,CUST0000208760,STORE01574,PRD0901007,3,4.47
20070613,11,9.94106E+14,CUST0000359365,STORE02196,PRD0903996,1,1.41
20071204,13,9.94109E+14,CUST0000422101,STORE02561,PRD0903046,1,1.82
20070323,10,9.94105E+14,CUST0000172580,STORE00008,PRD0901228,1,0.72
20070410,19,9.94105E+14,CUST0000488205,STORE00625,PRD0904809,1,3.67
20070321,13,9.94105E+14,CUST0000682732,STORE00622,PRD0904079,1,2.4
20071221,14,9.94109E+14,CUST0000422101,STORE02561,PRD0904246,1,0.91
20070216,11,9.94105E+14,CUST0000022777,STORE00277,PRD0904464,1,2.72
20070318,20,9.94105E+14,CUST0000061889,STORE01719,PRD0901996,1,1.43
20071218,17,9.94109E+14,CUST0000208760,STORE00755,PRD0901863,1,1.31
20070513,19,9.94106E+14,CUST0000061889,STORE00272,PRD0904955,1,1.63
20070330,20,9.94105E+14,CUST0000061889,STORE00336,PRD0903776,1,1.56
20070405,10,9.94105E+14,CUST0000208760,STORE01574,PRD0904185,1,2.16
20070308,10,9.94105E+14,CUST0000579905,STORE01982,PRD0903101,1,0.97
20070617,21,9.94106E+14,CUST0000488205,STORE02003,PRD0904081,1,2.6
20070630,20,9.94106E+14,CUST0000397585,STORE01419,PRD0903846,1,1.16
20070522,20,9.94106E+14,CUST0000208760,STORE01574,PRD0901385,1,1.29
20070926,19,9.94108E+14,CUST0000710223,STORE02280,PRD0904146,1,1.19
20070817,8,9.94107E+14,CUST0000682732,STORE00622,PRD0901228,1,0.72
20071024,20,9.94108E+14,CUST0000181096,STORE01383,PRD0903745,1,1.68
20070915,13,9.94108E+14,CUST0000022777,STORE00277,PRD0903524,1,3.61
20071221,14,9.94109E+14,CUST0000422101,STORE02561,PRD0904162,1,1.11
20070131,16,9.94104E+14,CUST0000061889,STORE01719,PRD0903776,1,1.56
20070209,19,9.94104E+14,CUST0000949614,STORE02663,PRD0903537,1,1.32
20070406,21,9.94105E+14,CUST0000949614,STORE02663,PRD0902927,1,0.7
20070321,13,9.94105E+14,CUST0000682732,STORE00622,PRD0904893,1,3.06
20070402,15,9.94105E+14,CUST0000134010,STORE02752,PRD0904223,1,0.64
20070321,13,9.94105E+14,CUST0000682732,STORE00622,PRD0901497,1,3.49
20070308,10,9.94105E+14,CUST0000579905,STORE01982,PRD0902701,1,0.58
20070317,16,9.94105E+14,CUST0000657327,STORE00633,PRD0902166,1,3.08
20070125,11,9.94104E+14,CUST0000682732,STORE00622,PRD0902311,1,2.55
20070418,15,9.94105E+14,CUST0000358383,STORE01453,PRD0900578,1,1.71
20070419,10,9.94105E+14,CUST0000579905,STORE01982,PRD0903101,1,0.97
20070125,14,9.94104E+14,CUST0000488205,STORE02035,PRD0901600,1,2.33
20070914,20,9.94108E+14,CUST0000676631,STORE00935,PRD0903520,1,0.88
20070612,18,9.94106E+14,CUST0000061889,STORE01719,PRD0901773,1,1.76
20070312,11,9.94105E+14,CUST0000061889,STORE00272,PRD0903845,1,1
20070920,11,9.94108E+14,CUST0000676631,STORE00352,PRD0902941,1,1.04
20070513,16,9.94106E+14,CUST0000825107,STORE01813,PRD0901474,1,1.18
20070213,20,9.94105E+14,CUST0000061889,STORE00272,PRD0903776,1,1.56
20070609,12,9.94106E+14,CUST0000359365,STORE02196,PRD0902281,1,5.12
20070613,11,9.94106E+14,CUST0000359365,STORE02196,PRD0902043,1,1.71
20070613,11,9.94106E+14,CUST0000359365,STORE02196,PRD0903002,3,1.65
20071211,16,9.94109E+14,CUST0000134010,STORE02752,PRD0901228,1,0.72
20070625,20,9.94106E+14,CUST0000488205,STORE00625,PRD0902437,1,1.65
20070705,21,9.94107E+14,CUST0000949614,STORE02663,PRD0904011,1,1.06
20070825,19,9.94107E+14,CUST0000293690,STORE00150,PRD0903330,1,1.32
20070731,12,9.94107E+14,CUST0000374582,STORE01687,PRD0904502,1,1.2
20070920,11,9.94108E+14,CUST0000676631,STORE00352,PRD0904162,1,1.11
20071029,21,9.94108E+14,CUST0000676631,STORE00935,PRD0904047,3,6.06
20071030,12,9.94108E+14,CUST0000208760,STORE01574,PRD0901712,1,1.39
20071221,14,9.94109E+14,CUST0000422101,STORE02561,PRD0900142,1,1.32
20070319,14,9.94105E+14,CUST0000118036,STORE02692,PRD0901306,1,1.06
20070328,16,9.94105E+14,CUST0000061889,STORE00272,PRD0902951,1,2.9
20070405,10,9.94105E+14,CUST0000208760,STORE01574,PRD0903010,1,0.37
20070417,18,9.94105E+14,CUST0000676631,STORE00935,PRD0902329,1,0.92
20070104,12,9.94104E+14,CUST0000022777,STORE02170,PRD0903524,1,3.61
20070207,20,9.94104E+14,CUST0000061889,STORE00272,PRD0903776,1,1.56
20070714,17,9.94107E+14,CUST0000676631,STORE00935,PRD0902951,1,2.9
20070515,15,9.94106E+14,CUST0000766081,STORE01310,PRD0902437,1,1.65
20070110,15,9.94104E+14,CUST0000022777,STORE00277,PRD0900282,1,0.92
20070116,10,9.94104E+14,CUST0000118036,STORE02692,PRD0901494,1,0.98
20070622,11,9.94106E+14,CUST0000118036,STORE02692,PRD0901306,1,1.06
20070612,18,9.94106E+14,CUST0000061889,STORE01719,PRD0903776,1,1.56
20070331,21,9.94105E+14,CUST0000949614,STORE02663,PRD0901979,1,2.58
20070120,10,9.94104E+14,CUST0000118036,STORE02692,PRD0901600,1,2.33
20070912,15,9.94108E+14,CUST0000579905,STORE01982,PRD0904866,1,0.39
20070803,15,9.94107E+14,CUST0000579905,STORE00288,PRD0904010,4,1.64
20071018,11,9.94108E+14,CUST0000374582,STORE01645,PRD0904502,1,1.2
20071207,18,9.94109E+14,CUST0000657327,STORE00633,PRD0901313,1,1.54
20070402,15,9.94105E+14,CUST0000134010,STORE02752,PRD0904047,1,2.02
20071231,14,9.94109E+14,CUST0000657327,STORE00633,PRD0901228,1,0.72
20070131,16,9.94104E+14,CUST0000061889,STORE01719,PRD0901648,1,2.15
20070205,13,9.94104E+14,CUST0000022777,STORE00277,PRD0904185,1,2.16
20070328,11,9.94105E+14,CUST0000118036,STORE02692,PRD0901441,1,2.31
20071212,10,9.94109E+14,CUST0000657327,STORE00633,PRD0901313,1,1.54
20070318,20,9.94105E+14,CUST0000061889,STORE01719,PRD0902311,1,2.55
20070103,12,9.94104E+14,CUST0000862051,STORE02760,PRD0901555,1,1.77
20070502,8,9.94106E+14,CUST0000488205,STORE01948,PRD0904162,1,1.11
20070108,9,9.94104E+14,CUST0000579905,STORE01982,PRD0904866,1,0.39
20070514,19,9.94106E+14,CUST0000710223,STORE02280,PRD0903010,1,0.37
20070725,12,9.94107E+14,CUST0000208760,STORE00755,PRD0903561,1,1.76
20070405,10,9.94105E+14,CUST0000208760,STORE01574,PRD0904866,1,0.39
20070114,15,9.94104E+14,CUST0000061889,STORE01719,PRD0901648,1,2.15
20070907,15,9.94107E+14,CUST0000061889,STORE01719,PRD0901773,1,1.76
20071017,15,9.94108E+14,CUST0000374582,STORE01490,PRD0900444,1,1.99
20070514,10,9.94106E+14,CUST0000374582,STORE00102,PRD0904502,1,1.2
20070921,9,9.94108E+14,CUST0000676631,STORE00352,PRD0903845,3,3
20070318,9,9.94105E+14,CUST0000208760,STORE01574,PRD0900998,1,1.87
20070620,12,9.94106E+14,CUST0000862051,STORE02760,PRD0904737,1,4.02
20070619,15,9.94106E+14,CUST0000374582,STORE01604,PRD0903042,1,1.52
20070711,18,9.94107E+14,CUST0000949614,STORE02663,PRD0900656,1,1.2
20070803,15,9.94107E+14,CUST0000579905,STORE00288,PRD0900656,1,1.2
20070331,21,9.94105E+14,CUST0000949614,STORE02663,PRD0901497,1,3.49
20070411,13,9.94105E+14,CUST0000461300,STORE02231,PRD0900951,4,4.2
20071125,14,9.94109E+14,CUST0000611285,STORE01230,PRD0901552,1,0.78
20070824,17,9.94107E+14,CUST0000061889,STORE01719,PRD0903776,1,1.56
20070823,19,9.94107E+14,CUST0000676631,STORE00935,PRD0901415,1,0.57
20071020,13,9.94108E+14,CUST0000022777,STORE00277,PRD0903524,1,3.61
20080105,12,9.94109E+14,CUST0000422101,STORE02561,PRD0902281,1,5.12
20070102,19,9.94104E+14,CUST0000061889,STORE00336,PRD0903776,1,1.56
20071112,17,9.94108E+14,CUST0000676631,STORE00935,PRD0901572,3,4.62
20070126,16,9.94104E+14,CUST0000061889,STORE00272,PRD0901626,1,1.95
20070325,19,9.94105E+14,CUST0000134010,STORE02752,PRD0903268,1,3.63
20070318,15,9.94105E+14,CUST0000397585,STORE00533,PRD0900813,1,0.99
20070428,10,9.94106E+14,CUST0000374582,STORE01687,PRD0904502,1,1.2
20070328,18,9.94105E+14,CUST0000061889,STORE00272,PRD0903776,1,1.56
20070602,14,9.94106E+14,CUST0000293690,STORE00150,PRD0901744,1,0.68
20070222,15,9.94105E+14,CUST0000579905,STORE01982,PRD0902701,1,0.58
20070613,11,9.94106E+14,CUST0000359365,STORE02196,PRD0900045,1,2.66
