PROD_CODE,PRODUCT_DIV,PRODUCT_GROUP,PRODUCT_LINE
PRD0904971,DEP00019,G00007,D00002
PRD0901153,DEP00019,G00007,D00002
PRD0904525,DEP00019,G00007,D00002
PRD0901838,DEP00019,G00007,D00002
PRD0904142,DEP00019,G00007,D00002
PRD0901434,DEP00019,G00007,D00002
PRD0901525,DEP00019,G00007,D00002
PRD0903436,DEP00019,G00007,D00002
PRD0904536,DEP00019,G00007,D00002
PRD0903080,DEP00019,G00007,D00002
PRD0902856,DEP00019,G00007,D00002
PRD0902797,DEP00019,G00007,D00002
PRD0900086,DEP00019,G00007,D00002
PRD0900372,DEP00019,G00007,D00002
PRD0903814,DEP00019,G00007,D00002
PRD0903127,DEP00019,G00007,D00002
PRD0901991,DEP00019,G00007,D00002
PRD0900608,DEP00019,G00007,D00002
PRD0903966,DEP00019,G00007,D00002
PRD0903721,DEP00019,G00007,D00002
PRD0902937,DEP00019,G00007,D00002
PRD0904792,DEP00019,G00007,D00002
PRD0903586,DEP00019,G00007,D00002
PRD0900943,DEP00019,G00007,D00002
PRD0901132,DEP00020,G00007,D00002
PRD0900733,DEP00020,G00007,D00002
PRD0904196,DEP00020,G00007,D00002
PRD0903408,DEP00020,G00007,D00002
PRD0900262,DEP00020,G00007,D00002
PRD0900432,DEP00020,G00007,D00002
PRD0902804,DEP00020,G00007,D00002
PRD0902706,DEP00020,G00007,D00002
PRD0902695,DEP00020,G00007,D00002
PRD0901353,DEP00020,G00007,D00002
PRD0900669,DEP00020,G00007,D00002
PRD0902518,DEP00020,G00007,D00002
PRD0900927,DEP00020,G00007,D00002
PRD0902873,DEP00020,G00007,D00002
PRD0903389,DEP00020,G00007,D00002
PRD0903490,DEP00020,G00007,D00002
PRD0900840,DEP00020,G00007,D00002
PRD0903409,DEP00020,G00007,D00002
PRD0900889,DEP00020,G00007,D00002
PRD0904158,DEP00020,G00007,D00002
PRD0901254,DEP00020,G00007,D00002
PRD0901389,DEP00020,G00007,D00002
PRD0903898,DEP00020,G00007,D00002
PRD0904834,DEP00020,G00007,D00002
PRD0901638,DEP00020,G00007,D00002
PRD0902823,DEP00020,G00007,D00002
PRD0900196,DEP00020,G00007,D00002
PRD0904620,DEP00020,G00007,D00002
PRD0902699,DEP00020,G00007,D00002
PRD0902521,DEP00020,G00007,D00002
PRD0904965,DEP00020,G00007,D00002
PRD0902143,DEP00020,G00007,D00002
PRD0901165,DEP00020,G00007,D00002
PRD0901032,DEP00020,G00007,D00002
PRD0902286,DEP00020,G00007,D00002
PRD0901895,DEP00020,G00007,D00002
PRD0900296,DEP00020,G00007,D00002
PRD0904922,DEP00020,G00007,D00002
PRD0900876,DEP00020,G00007,D00002
PRD0902218,DEP00020,G00007,D00002
PRD0900740,DEP00020,G00007,D00002
PRD0903518,DEP00020,G00007,D00002
PRD0902159,DEP00020,G00007,D00002
PRD0902859,DEP00020,G00007,D00002
PRD0902054,DEP00021,G00007,D00002
PRD0901348,DEP00021,G00007,D00002
PRD0901291,DEP00021,G00007,D00002
PRD0903255,DEP00021,G00007,D00002
PRD0903033,DEP00021,G00007,D00002
PRD0901778,DEP00021,G00007,D00002
PRD0904680,DEP00021,G00007,D00002
PRD0900834,DEP00021,G00007,D00002
PRD0900027,DEP00021,G00007,D00002
PRD0902900,DEP00021,G00007,D00002
PRD0902675,DEP00021,G00007,D00002
PRD0904888,DEP00021,G00007,D00002
PRD0900249,DEP00021,G00007,D00002
PRD0902288,DEP00021,G00007,D00002
PRD0904693,DEP00021,G00007,D00002
PRD0903514,DEP00021,G00007,D00002
PRD0902328,DEP00021,G00007,D00002
PRD0902969,DEP00021,G00007,D00002
PRD0902254,DEP00021,G00007,D00002
PRD0904908,DEP00021,G00007,D00002
PRD0903611,DEP00021,G00007,D00002
PRD0901328,DEP00021,G00007,D00002
PRD0903655,DEP00021,G00007,D00002
PRD0904479,DEP00021,G00007,D00002
PRD0904614,DEP00021,G00007,D00002
PRD0900629,DEP00021,G00007,D00002
PRD0901241,DEP00021,G00007,D00002
PRD0904961,DEP00021,G00007,D00002
PRD0903123,DEP00021,G00007,D00002
PRD0901007,DEP00021,G00007,D00002
PRD0903996,DEP00021,G00007,D00002
PRD0902414,DEP00021,G00007,D00002
PRD0901817,DEP00021,G00007,D00002
PRD0901888,DEP00021,G00007,D00002
PRD0903486,DEP00021,G00007,D00002
PRD0900908,DEP00021,G00007,D00002
PRD0903447,DEP00021,G00007,D00002
PRD0903897,DEP00021,G00007,D00002
PRD0902241,DEP00021,G00007,D00002
PRD0900621,DEP00021,G00007,D00002
PRD0900189,DEP00021,G00007,D00002
PRD0901028,DEP00021,G00007,D00002
PRD0901231,DEP00021,G00007,D00002
PRD0901559,DEP00021,G00007,D00002
PRD0903939,DEP00021,G00007,D00002
PRD0903075,DEP00021,G00007,D00002
PRD0903352,DEP00021,G00007,D00002
PRD0901824,DEP00021,G00007,D00002
PRD0903195,DEP00021,G00007,D00002
PRD0904535,DEP00021,G00007,D00002
PRD0903559,DEP00021,G00007,D00002
PRD0903828,DEP00021,G00007,D00002
PRD0900772,DEP00021,G00007,D00002
PRD0904806,DEP00021,G00007,D00002
PRD0900227,DEP00021,G00007,D00002
PRD0903336,DEP00021,G00007,D00002
PRD0904625,DEP00021,G00007,D00002
PRD0903046,DEP00022,G00007,D00002
PRD0901228,DEP00022,G00007,D00002
PRD0904809,DEP00022,G00007,D00002
PRD0904079,DEP00022,G00007,D00002
PRD0904246,DEP00022,G00007,D00002
PRD0904464,DEP00022,G00007,D00002
PRD0901996,DEP00022,G00007,D00002
PRD0901863,DEP00022,G00007,D00002
PRD0904955,DEP00022,G00007,D00002
PRD0903776,DEP00022,G00007,D00002
PRD0904185,DEP00022,G00007,D00002
PRD0903101,DEP00022,G00007,D00002
PRD0904081,DEP00022,G00007,D00002
PRD0903846,DEP00022,G00007,D00002
PRD0901385,DEP00022,G00007,D00002
PRD0904146,DEP00022,G00007,D00002
PRD0903745,DEP00022,G00007,D00002
PRD0903524,DEP00022,G00007,D00002
PRD0904162,DEP00022,G00007,D00002
PRD0903537,DEP00022,G00007,D00002
PRD0902927,DEP00022,G00007,D00002
PRD0904893,DEP00022,G00007,D00002
PRD0904223,DEP00022,G00007,D00002
PRD0901497,DEP00022,G00007,D00002
PRD0902701,DEP00022,G00007,D00002
PRD0902166,DEP00022,G00007,D00002
PRD0902311,DEP00022,G00007,D00002
PRD0900578,DEP00022,G00007,D00002
PRD0901600,DEP00022,G00007,D00002
PRD0903520,DEP00022,G00007,D00002
PRD0901773,DEP00022,G00007,D00002
PRD0903845,DEP00022,G00007,D00002
PRD0902941,DEP00022,G00007,D00002
PRD0901474,DEP00022,G00007,D00002
PRD0902281,DEP00022,G00007,D00002
PRD0902043,DEP00022,G00007,D00002
PRD0903002,DEP00022,G00007,D00002
PRD0902437,DEP00022,G00007,D00002
PRD0904011,DEP00022,G00007,D00002
PRD0903330,DEP00022,G00007,D00002
PRD0904502,DEP00022,G00007,D00002
PRD0904047,DEP00022,G00007,D00002
PRD0901712,DEP00022,G00007,D00002
PRD0900142,DEP00022,G00007,D00002
PRD0901306,DEP00022,G00007,D00002
PRD0902951,DEP00022,G00007,D00002
PRD0903010,DEP00022,G00007,D00002
PRD0902329,DEP00022,G00007,D00002
PRD0900282,DEP00022,G00007,D00002
PRD0901494,DEP00022,G00007,D00002
PRD0901979,DEP00022,G00007,D00002
PRD0904866,DEP00022,G00007,D00002
PRD0904010,DEP00022,G00007,D00002
PRD0901313,DEP00022,G00007,D00002
PRD0901648,DEP00022,G00007,D00002
PRD0901441,DEP00022,G00007,D00002
PRD0901555,DEP00022,G00007,D00002
PRD0903561,DEP00022,G00007,D00002
PRD0900444,DEP00022,G00007,D00002
PRD0900998,DEP00022,G00007,D00002
PRD0904737,DEP00022,G00007,D00002
PRD0903042,DEP00022,G00007,D00002
PRD0900656,DEP00022,G00007,D00002
PRD0900951,DEP00022,G00007,D00002
PRD0901552,DEP00022,G00007,D00002
PRD0901415,DEP00022,G00007,D00002
PRD0901572,DEP00022,G00007,D00002
PRD0901626,DEP00022,G00007,D00002
PRD0903268,DEP00022,G00007,D00002
PRD0900813,DEP00022,G00007,D00002
PRD0901744,DEP00022,G00007,D00002
PRD0900045,DEP00022,G00007,D00002
PRD0903949,DEP00022,G00007,D00002
PRD0904059,DEP00022,G00007,D00002
PRD0901708,DEP00022,G00007,D00002
PRD0902818,DEP00022,G00007,D00002
PRD0904138,DEP00022,G00007,D00002
PRD0900002,DEP00022,G00007,D00002
PRD0902896,DEP00022,G00007,D00002
PRD0900812,DEP00022,G00007,D00002
PRD0903768,DEP00022,G00007,D00002
PRD0903627,DEP00022,G00007,D00002
PRD0903767,DEP00022,G00007,D00002
PRD0903819,DEP00022,G00007,D00002
PRD0904311,DEP00022,G00007,D00002
PRD0902099,DEP00022,G00007,D00002
PRD0902800,DEP00022,G00007,D00002
PRD0903872,DEP00022,G00007,D00002
PRD0901060,DEP00022,G00007,D00002
PRD0901763,DEP00022,G00007,D00002
PRD0902654,DEP00022,G00007,D00002
PRD0904871,DEP00022,G00007,D00002
PRD0900929,DEP00022,G00007,D00002
PRD0901617,DEP00022,G00007,D00002
PRD0904738,DEP00022,G00007,D00002
PRD0904206,DEP00022,G00007,D00002
PRD0903716,DEP00022,G00007,D00002
PRD0903531,DEP00022,G00007,D00002
PRD0904789,DEP00022,G00007,D00002
PRD0903569,DEP00022,G00007,D00002
PRD0900952,DEP00022,G00007,D00002
PRD0900667,DEP00022,G00007,D00002
PRD0902716,DEP00022,G00007,D00002
PRD0902959,DEP00022,G00007,D00002
PRD0901601,DEP00022,G00007,D00002
PRD0900547,DEP00022,G00007,D00002
PRD0902563,DEP00022,G00007,D00002
PRD0901173,DEP00022,G00007,D00002
PRD0903943,DEP00022,G00007,D00002
PRD0902604,DEP00022,G00007,D00002
PRD0902789,DEP00022,G00007,D00002
PRD0901247,DEP00022,G00007,D00002
PRD0900162,DEP00022,G00007,D00002
PRD0903085,DEP00022,G00007,D00002
PRD0901345,DEP00022,G00007,D00002
PRD0902376,DEP00022,G00007,D00002
PRD0900540,DEP00022,G00007,D00002
PRD0902705,DEP00022,G00007,D00002
PRD0900188,DEP00022,G00007,D00002
PRD0901338,DEP00022,G00007,D00002
PRD0903286,DEP00022,G00007,D00002
PRD0901753,DEP00022,G00007,D00002
PRD0900168,DEP00022,G00007,D00002
PRD0900295,DEP00023,G00007,D00002
PRD0900477,DEP00023,G00007,D00002
PRD0902294,DEP00023,G00007,D00002
PRD0901906,DEP00023,G00007,D00002
PRD0904423,DEP00023,G00007,D00002
PRD0900329,DEP00023,G00007,D00002
PRD0901732,DEP00023,G00007,D00002
PRD0900898,DEP00023,G00007,D00002
PRD0901985,DEP00023,G00007,D00002
PRD0903344,DEP00023,G00007,D00002
PRD0904045,DEP00023,G00007,D00002
PRD0902709,DEP00023,G00007,D00002
PRD0900328,DEP00023,G00007,D00002
PRD0903060,DEP00023,G00007,D00002
PRD0902447,DEP00023,G00007,D00002
PRD0902802,DEP00023,G00007,D00002
PRD0901270,DEP00023,G00007,D00002
PRD0902141,DEP00023,G00007,D00002
PRD0900235,DEP00023,G00007,D00002
PRD0901695,DEP00024,G00007,D00002
PRD0904584,DEP00024,G00007,D00002
PRD0900176,DEP00024,G00007,D00002
PRD0903084,DEP00024,G00007,D00002
PRD0901874,DEP00024,G00007,D00002
PRD0903988,DEP00024,G00007,D00002
PRD0900071,DEP00024,G00007,D00002
PRD0904909,DEP00024,G00007,D00002
PRD0901079,DEP00024,G00007,D00002
PRD0903377,DEP00024,G00007,D00002
PRD0904826,DEP00024,G00007,D00002
PRD0902464,DEP00024,G00007,D00002
PRD0904985,DEP00024,G00007,D00002
PRD0902543,DEP00024,G00007,D00002
PRD0900038,DEP00024,G00007,D00002
PRD0900111,DEP00024,G00007,D00002
PRD0901719,DEP00024,G00007,D00002
PRD0901098,DEP00025,G00008,D00002
PRD0903617,DEP00025,G00008,D00002
PRD0900941,DEP00025,G00008,D00002
PRD0901530,DEP00025,G00008,D00002
PRD0900582,DEP00025,G00008,D00002
PRD0900138,DEP00025,G00008,D00002
PRD0903147,DEP00025,G00008,D00002
PRD0904488,DEP00025,G00008,D00002
PRD0901858,DEP00025,G00008,D00002
PRD0901317,DEP00025,G00008,D00002
PRD0902081,DEP00025,G00008,D00002
PRD0904700,DEP00025,G00008,D00002
PRD0904555,DEP00025,G00008,D00002
PRD0904393,DEP00025,G00008,D00002
PRD0902786,DEP00025,G00008,D00002
PRD0901849,DEP00025,G00008,D00002
PRD0902462,DEP00025,G00008,D00002
PRD0902531,DEP00025,G00008,D00002
PRD0904894,DEP00025,G00008,D00002
PRD0901182,DEP00025,G00008,D00002
PRD0904696,DEP00025,G00008,D00002
PRD0902727,DEP00025,G00008,D00002
PRD0903639,DEP00025,G00008,D00002
PRD0901945,DEP00025,G00008,D00002
PRD0902440,DEP00025,G00008,D00002
PRD0903759,DEP00025,G00008,D00002
PRD0900705,DEP00025,G00008,D00002
PRD0903371,DEP00027,G00008,D00002
PRD0904827,DEP00027,G00008,D00002
PRD0900219,DEP00027,G00008,D00002
PRD0904892,DEP00027,G00008,D00002
PRD0904374,DEP00027,G00008,D00002
PRD0902018,DEP00027,G00008,D00002
PRD0903791,DEP00027,G00008,D00002
PRD0900245,DEP00027,G00008,D00002
PRD0903592,DEP00027,G00008,D00002
PRD0902226,DEP00027,G00008,D00002
PRD0903047,DEP00027,G00008,D00002
PRD0902194,DEP00027,G00008,D00002
PRD0900356,DEP00027,G00008,D00002
PRD0900100,DEP00027,G00008,D00002
PRD0903504,DEP00027,G00008,D00002
PRD0903591,DEP00027,G00008,D00002
PRD0903248,DEP00027,G00008,D00002
PRD0904799,DEP00027,G00008,D00002
PRD0903221,DEP00027,G00008,D00002
PRD0903283,DEP00027,G00008,D00002
PRD0904019,DEP00027,G00008,D00002
PRD0902267,DEP00027,G00008,D00002
PRD0901853,DEP00030,G00008,D00002
PRD0900566,DEP00030,G00008,D00002
PRD0901716,DEP00030,G00008,D00002
PRD0901867,DEP00030,G00008,D00002
PRD0900334,DEP00030,G00008,D00002
PRD0903108,DEP00030,G00008,D00002
PRD0901375,DEP00030,G00008,D00002
PRD0901194,DEP00030,G00008,D00002
PRD0900757,DEP00030,G00008,D00002
PRD0903596,DEP00030,G00008,D00002
PRD0900965,DEP00030,G00008,D00002
PRD0903540,DEP00030,G00008,D00002
PRD0902890,DEP00030,G00008,D00002
PRD0901184,DEP00033,G00009,D00002
PRD0902469,DEP00033,G00009,D00002
PRD0903937,DEP00033,G00009,D00002
PRD0902115,DEP00033,G00009,D00002
PRD0904173,DEP00033,G00009,D00002
PRD0902207,DEP00033,G00009,D00002
PRD0904294,DEP00033,G00009,D00002
PRD0901724,DEP00033,G00009,D00002
PRD0904573,DEP00033,G00009,D00002
PRD0903350,DEP00033,G00009,D00002
PRD0902745,DEP00033,G00009,D00002
PRD0901865,DEP00033,G00009,D00002
PRD0902981,DEP00033,G00009,D00002
PRD0903737,DEP00033,G00009,D00002
PRD0902731,DEP00033,G00009,D00002
PRD0903360,DEP00033,G00009,D00002
PRD0904882,DEP00034,G00010,D00003
PRD0900425,DEP00034,G00010,D00003
PRD0903920,DEP00034,G00010,D00003
PRD0901937,DEP00034,G00010,D00003
PRD0901981,DEP00034,G00010,D00003
PRD0904600,DEP00034,G00010,D00003
PRD0902313,DEP00034,G00010,D00003
PRD0904861,DEP00034,G00010,D00003
PRD0904550,DEP00035,G00010,D00003
PRD0901390,DEP00035,G00010,D00003
PRD0903665,DEP00035,G00010,D00003
PRD0901585,DEP00035,G00010,D00003
PRD0900006,DEP00035,G00010,D00003
PRD0904039,DEP00035,G00010,D00003
PRD0902844,DEP00035,G00010,D00003
PRD0902982,DEP00035,G00010,D00003
PRD0901222,DEP00035,G00010,D00003
PRD0900618,DEP00035,G00010,D00003
PRD0902058,DEP00035,G00010,D00003
PRD0904249,DEP00035,G00010,D00003
PRD0904921,DEP00035,G00010,D00003
PRD0904000,DEP00035,G00010,D00003
PRD0902960,DEP00035,G00010,D00003
PRD0900926,DEP00035,G00010,D00003
PRD0901406,DEP00035,G00010,D00003
PRD0901644,DEP00035,G00010,D00003
PRD0900595,DEP00035,G00010,D00003
PRD0900565,DEP00035,G00010,D00003
PRD0903241,DEP00035,G00010,D00003
PRD0904269,DEP00035,G00010,D00003
PRD0904587,DEP00035,G00010,D00003
PRD0903822,DEP00035,G00010,D00003
PRD0901672,DEP00036,G00010,D00003
PRD0903332,DEP00036,G00010,D00003
PRD0901650,DEP00036,G00010,D00003
PRD0902920,DEP00036,G00010,D00003
PRD0903125,DEP00036,G00010,D00003
PRD0901357,DEP00036,G00010,D00003
PRD0903081,DEP00036,G00010,D00003
PRD0900666,DEP00036,G00010,D00003
PRD0900524,DEP00036,G00010,D00003
PRD0901303,DEP00036,G00010,D00003
PRD0904424,DEP00036,G00010,D00003
PRD0904088,DEP00036,G00010,D00003
PRD0903078,DEP00037,G00010,D00003
PRD0904130,DEP00037,G00010,D00003
PRD0903471,DEP00037,G00010,D00003
PRD0904599,DEP00037,G00010,D00003
PRD0902824,DEP00037,G00010,D00003
PRD0903815,DEP00037,G00010,D00003
PRD0902082,DEP00037,G00010,D00003
PRD0902406,DEP00037,G00010,D00003
PRD0903835,DEP00037,G00010,D00003
PRD0901072,DEP00037,G00010,D00003
PRD0902891,DEP00037,G00010,D00003
PRD0900370,DEP00037,G00010,D00003
PRD0903138,DEP00037,G00010,D00003
PRD0901998,DEP00037,G00010,D00003
PRD0901071,DEP00037,G00010,D00003
PRD0903980,DEP00037,G00010,D00003
PRD0901000,DEP00037,G00010,D00003
PRD0902570,DEP00037,G00010,D00003
PRD0900104,DEP00039,G00010,D00003
PRD0902986,DEP00039,G00010,D00003
PRD0903158,DEP00039,G00010,D00003
PRD0901197,DEP00039,G00010,D00003
PRD0902758,DEP00039,G00010,D00003
PRD0900380,DEP00039,G00010,D00003
PRD0902936,DEP00039,G00010,D00003
PRD0900384,DEP00039,G00010,D00003
PRD0900887,DEP00039,G00010,D00003
PRD0901402,DEP00039,G00010,D00003
PRD0901909,DEP00039,G00010,D00003
PRD0902130,DEP00039,G00010,D00003
PRD0903370,DEP00039,G00010,D00003
PRD0904853,DEP00039,G00010,D00003
PRD0900399,DEP00039,G00010,D00003
PRD0904651,DEP00039,G00010,D00003
PRD0901987,DEP00039,G00010,D00003
PRD0902493,DEP00039,G00010,D00003
PRD0901876,DEP00039,G00010,D00003
PRD0902642,DEP00039,G00010,D00003
PRD0903270,DEP00039,G00010,D00003
PRD0900231,DEP00039,G00010,D00003
PRD0903043,DEP00039,G00010,D00003
PRD0900050,DEP00039,G00010,D00003
PRD0902648,DEP00039,G00010,D00003
PRD0901370,DEP00039,G00010,D00003
PRD0903536,DEP00039,G00010,D00003
PRD0904016,DEP00039,G00010,D00003
PRD0904494,DEP00039,G00010,D00003
PRD0904788,DEP00041,G00011,D00003
PRD0904855,DEP00041,G00011,D00003
PRD0902721,DEP00042,G00011,D00003
PRD0901074,DEP00042,G00011,D00003
PRD0900779,DEP00042,G00011,D00003
PRD0900275,DEP00042,G00011,D00003
PRD0903577,DEP00042,G00011,D00003
PRD0901642,DEP00042,G00011,D00003
PRD0901586,DEP00042,G00011,D00003
PRD0900661,DEP00042,G00011,D00003
PRD0903458,DEP00042,G00011,D00003
PRD0904617,DEP00042,G00011,D00003
PRD0900720,DEP00042,G00011,D00003
PRD0901047,DEP00042,G00011,D00003
PRD0903929,DEP00042,G00011,D00003
PRD0900911,DEP00042,G00011,D00003
PRD0901785,DEP00042,G00011,D00003
PRD0902578,DEP00042,G00011,D00003
PRD0903273,DEP00042,G00011,D00003
PRD0900074,DEP00044,G00012,D00003
PRD0904703,DEP00044,G00012,D00003
PRD0904435,DEP00044,G00012,D00003
PRD0903917,DEP00044,G00012,D00003
PRD0902967,DEP00044,G00012,D00003
PRD0901768,DEP00044,G00012,D00003
PRD0900476,DEP00044,G00012,D00003
PRD0900901,DEP00044,G00012,D00003
PRD0903870,DEP00044,G00012,D00003
PRD0904720,DEP00044,G00012,D00003
PRD0900037,DEP00046,G00013,D00003
PRD0903293,DEP00046,G00013,D00003
PRD0902885,DEP00046,G00013,D00003
PRD0904615,DEP00046,G00013,D00003
PRD0903687,DEP00046,G00013,D00003
PRD0903901,DEP00046,G00013,D00003
PRD0902621,DEP00046,G00013,D00003
PRD0902922,DEP00046,G00013,D00003
PRD0902887,DEP00046,G00013,D00003
PRD0902749,DEP00046,G00013,D00003
PRD0902863,DEP00046,G00013,D00003
PRD0901263,DEP00046,G00013,D00003
PRD0904843,DEP00046,G00013,D00003
PRD0903434,DEP00046,G00013,D00003
PRD0900260,DEP00046,G00013,D00003
PRD0901148,DEP00046,G00013,D00003
PRD0901290,DEP00046,G00013,D00003
PRD0901610,DEP00046,G00013,D00003
PRD0903799,DEP00046,G00013,D00003
PRD0902424,DEP00046,G00013,D00003
PRD0900355,DEP00046,G00013,D00003
PRD0902948,DEP00046,G00013,D00003
PRD0904707,DEP00046,G00013,D00003
PRD0901628,DEP00046,G00013,D00003
PRD0901140,DEP00046,G00013,D00003
PRD0902964,DEP00046,G00013,D00003
PRD0900421,DEP00046,G00013,D00003
PRD0903940,DEP00046,G00013,D00003
PRD0900702,DEP00046,G00013,D00003
PRD0903930,DEP00046,G00013,D00003
PRD0901343,DEP00046,G00013,D00003
PRD0900923,DEP00046,G00013,D00003
PRD0900034,DEP00046,G00013,D00003
PRD0903613,DEP00046,G00013,D00003
PRD0901684,DEP00046,G00013,D00003
PRD0900620,DEP00046,G00013,D00003
PRD0902914,DEP00046,G00013,D00003
PRD0904747,DEP00046,G00013,D00003
PRD0900130,DEP00046,G00013,D00003
PRD0902390,DEP00046,G00013,D00003
PRD0901611,DEP00046,G00013,D00003
PRD0903526,DEP00046,G00013,D00003
PRD0902034,DEP00046,G00013,D00003
PRD0903093,DEP00046,G00013,D00003
PRD0901284,DEP00046,G00013,D00003
PRD0902546,DEP00046,G00013,D00003
PRD0900551,DEP00046,G00013,D00003
PRD0903628,DEP00046,G00013,D00003
PRD0903974,DEP00046,G00013,D00003
PRD0902036,DEP00046,G00013,D00003
PRD0900484,DEP00047,G00013,D00003
PRD0901124,DEP00047,G00013,D00003
PRD0900069,DEP00047,G00013,D00003
PRD0901144,DEP00047,G00013,D00003
PRD0902077,DEP00047,G00013,D00003
PRD0900167,DEP00047,G00013,D00003
PRD0900593,DEP00047,G00013,D00003
PRD0901340,DEP00047,G00013,D00003
PRD0902398,DEP00047,G00013,D00003
PRD0902740,DEP00047,G00013,D00003
PRD0904181,DEP00047,G00013,D00003
PRD0902942,DEP00047,G00013,D00003
PRD0900459,DEP00047,G00013,D00003
PRD0904569,DEP00047,G00013,D00003
PRD0902527,DEP00047,G00013,D00003
PRD0903449,DEP00047,G00013,D00003
PRD0903686,DEP00047,G00013,D00003
PRD0902614,DEP00047,G00013,D00003
PRD0902970,DEP00047,G00013,D00003
PRD0904001,DEP00047,G00013,D00003
PRD0904027,DEP00047,G00013,D00003
PRD0900500,DEP00047,G00013,D00003
PRD0904452,DEP00047,G00013,D00003
PRD0902023,DEP00047,G00013,D00003
PRD0900868,DEP00047,G00013,D00003
PRD0901666,DEP00047,G00013,D00003
PRD0900125,DEP00047,G00013,D00003
PRD0900046,DEP00047,G00013,D00003
PRD0900274,DEP00047,G00013,D00003
PRD0900747,DEP00048,G00013,D00003
PRD0904353,DEP00048,G00013,D00003
PRD0903228,DEP00048,G00013,D00003
PRD0900559,DEP00048,G00013,D00003
PRD0902280,DEP00048,G00013,D00003
PRD0903739,DEP00048,G00013,D00003
PRD0903658,DEP00048,G00013,D00003
PRD0902146,DEP00048,G00013,D00003
PRD0901237,DEP00048,G00013,D00003
PRD0902402,DEP00048,G00013,D00003
PRD0904204,DEP00048,G00013,D00003
PRD0903834,DEP00048,G00013,D00003
PRD0900567,DEP00048,G00013,D00003
PRD0900228,DEP00048,G00013,D00003
PRD0900737,DEP00048,G00013,D00003
PRD0904545,DEP00048,G00013,D00003
PRD0904324,DEP00048,G00013,D00003
PRD0900087,DEP00048,G00013,D00003
PRD0904103,DEP00048,G00013,D00003
PRD0900433,DEP00048,G00013,D00003
PRD0900892,DEP00048,G00013,D00003
PRD0901542,DEP00048,G00013,D00003
PRD0904810,DEP00048,G00013,D00003
PRD0901455,DEP00048,G00013,D00003
PRD0902114,DEP00048,G00013,D00003
PRD0902496,DEP00048,G00013,D00003
PRD0904144,DEP00048,G00013,D00003
PRD0904055,DEP00048,G00013,D00003
PRD0904773,DEP00048,G00013,D00003
PRD0900092,DEP00048,G00013,D00003
PRD0903048,DEP00048,G00013,D00003
PRD0901705,DEP00048,G00013,D00003
PRD0902252,DEP00048,G00013,D00003
PRD0904288,DEP00048,G00013,D00003
PRD0903601,DEP00049,G00014,D00003
PRD0901953,DEP00049,G00014,D00003
PRD0902350,DEP00049,G00014,D00003
PRD0901868,DEP00049,G00014,D00003
PRD0901092,DEP00049,G00014,D00003
PRD0900610,DEP00049,G00014,D00003
PRD0903774,DEP00049,G00014,D00003
PRD0900649,DEP00049,G00014,D00003
PRD0904327,DEP00049,G00014,D00003
PRD0901911,DEP00049,G00014,D00003
PRD0900888,DEP00049,G00014,D00003
PRD0900157,DEP00049,G00014,D00003
PRD0900523,DEP00049,G00014,D00003
PRD0902883,DEP00049,G00014,D00003
PRD0901090,DEP00049,G00014,D00003
PRD0903827,DEP00049,G00014,D00003
PRD0901750,DEP00049,G00014,D00003
PRD0900658,DEP00049,G00014,D00003
PRD0903205,DEP00049,G00014,D00003
PRD0903202,DEP00049,G00014,D00003
PRD0904433,DEP00049,G00014,D00003
PRD0903505,DEP00049,G00014,D00003
PRD0900682,DEP00049,G00014,D00003
PRD0903442,DEP00049,G00014,D00003
PRD0902274,DEP00049,G00014,D00003
PRD0902101,DEP00049,G00014,D00003
PRD0901766,DEP00049,G00014,D00003
PRD0901544,DEP00049,G00014,D00003
PRD0903546,DEP00049,G00014,D00003
PRD0901469,DEP00049,G00014,D00003
PRD0900984,DEP00049,G00014,D00003
PRD0903755,DEP00049,G00014,D00003
PRD0903260,DEP00049,G00014,D00003
PRD0902460,DEP00049,G00014,D00003
PRD0900577,DEP00049,G00014,D00003
PRD0903823,DEP00049,G00014,D00003
PRD0903972,DEP00049,G00014,D00003
PRD0901823,DEP00049,G00014,D00003
PRD0904339,DEP00049,G00014,D00003
PRD0901297,DEP00049,G00014,D00003
PRD0900968,DEP00051,G00015,D00003
PRD0900885,DEP00051,G00015,D00003
PRD0904215,DEP00051,G00015,D00003
PRD0901692,DEP00051,G00015,D00003
PRD0900214,DEP00051,G00015,D00003
PRD0904225,DEP00051,G00015,D00003
PRD0902479,DEP00051,G00015,D00003
PRD0900003,DEP00051,G00015,D00003
PRD0902650,DEP00051,G00015,D00003
PRD0902014,DEP00051,G00015,D00003
PRD0901504,DEP00051,G00015,D00003
PRD0903782,DEP00051,G00015,D00003
PRD0901994,DEP00051,G00015,D00003
PRD0900429,DEP00051,G00015,D00003
PRD0903650,DEP00051,G00015,D00003
PRD0901514,DEP00051,G00015,D00003
PRD0901365,DEP00051,G00015,D00003
PRD0904043,DEP00051,G00015,D00003
PRD0900803,DEP00051,G00015,D00003
PRD0904959,DEP00051,G00015,D00003
PRD0902805,DEP00051,G00015,D00003
PRD0903073,DEP00051,G00015,D00003
PRD0901039,DEP00051,G00015,D00003
PRD0903271,DEP00052,G00015,D00003
PRD0900716,DEP00052,G00015,D00003
PRD0903677,DEP00052,G00015,D00003
PRD0901407,DEP00052,G00015,D00003
PRD0900873,DEP00052,G00015,D00003
PRD0903542,DEP00052,G00015,D00003
